basename,negative,neutral,positive
train/0002/ex03_enunciated_00301,0.04741191118955612,0.7898647785186768,0.1627233326435089
train/0002/ex03_default_00211,0.025630880147218704,0.9200195074081421,0.05434960126876831
train/0002/ex03_laughing_00017,0.06625374406576157,0.8933035135269165,0.040442727506160736
train/0002/ex03_sad_00261,0.4079611003398895,0.5801420211791992,0.011896882206201553
train/0002/ex03_enunciated_00003,0.22185511887073517,0.6437991261482239,0.13434575498104095
train/0002/ex03_happy_00061,0.2829492688179016,0.6505648493766785,0.06648588180541992
train/0002/ex03_laughing_00018,0.5555323958396912,0.4179226756095886,0.02654491737484932
train/0002/ex03_sad_00163,0.6026853919029236,0.3441968560218811,0.053117748349905014
train/0002/ex03_default_00113,0.07813523709774017,0.8716291785240173,0.050235554575920105
train/0002/ex03_confused_00075,0.31467393040657043,0.5775675773620605,0.10775844007730484
train/0002/ex03_laughing_00315,0.11334516108036041,0.8000823855400085,0.08657242357730865
train/0002/ex03_sad_00229,0.04391935467720032,0.9225332736968994,0.03354745730757713
train/0002/ex03_default_00154,0.08046483248472214,0.8839833736419678,0.03555179759860039
train/0002/ex03_enunciated_00191,0.15745918452739716,0.7789886593818665,0.0635521337389946
train/0002/ex03_confused_00032,0.5474311113357544,0.42558878660202026,0.02698008343577385
train/0002/ex03_sad_00124,0.3695252239704132,0.5886554718017578,0.041819363832473755
train/0002/ex03_default_00259,0.04694460332393646,0.607232391834259,0.3458229601383209
train/0002/ex03_enunciated_00349,0.0267036110162735,0.5001309514045715,0.47316545248031616
train/0002/ex03_happy_00026,0.09946797043085098,0.851886510848999,0.04864555224776268
train/0002/ex03_enunciated_00044,0.10667270421981812,0.7936679124832153,0.09965941309928894
train/0002/ex03_default_00081,0.11236665397882462,0.8491691946983337,0.038464177399873734
train/0002/ex03_laughing_00287,0.2511812448501587,0.7225874662399292,0.026231326162815094
train/0002/ex03_sad_00226,0.0012665610993281007,0.22329966723918915,0.7754337787628174
train/0002/ex03_default_00256,0.4122958481311798,0.5508190393447876,0.03688511252403259
train/0002/ex03_enunciated_00293,0.022850198671221733,0.9084281325340271,0.0687217116355896
train/0002/ex03_confused_00330,0.6897934079170227,0.28113898634910583,0.02906760945916176
train/0002/ex03_laughing_00050,0.26238957047462463,0.7016577124595642,0.03595268726348877
train/0002/ex03_default_emphasis_00073,0.8157194256782532,0.16471929848194122,0.01956125535070896
train/0002/ex03_happy_00029,0.23274880647659302,0.7374846339225769,0.02976655215024948
train/0002/ex03_enunciated_00346,0.18214261531829834,0.7386924028396606,0.07916491478681564
train/0002/ex03_laughing_00185,0.008594511076807976,0.2811390161514282,0.7102664709091187
train/0002/ex03_laughing_00288,0.012361902743577957,0.35492146015167236,0.6327166557312012
train/0002/ex03_happy_00324,0.7064406275749207,0.2516912817955017,0.04186813533306122
train/0002/ex03_enunciated_00177,0.013847141526639462,0.8432231545448303,0.1429297775030136
train/0002/ex03_happy_00218,0.17432940006256104,0.748207151889801,0.07746344059705734
train/0002/ex03_happy_00115,0.4942905008792877,0.47245797514915466,0.03325152397155762
train/0002/ex03_sad_00017,0.06625374406576157,0.8933035135269165,0.040442727506160736
train/0002/ex03_default_00067,0.31287503242492676,0.5787967443466187,0.1083281859755516
train/0002/ex03_confused_00101,0.0771988034248352,0.7054319977760315,0.21736913919448853
train/0002/ex03_laughing_00261,0.4079611003398895,0.5801420211791992,0.011896882206201553
train/0002/ex03_happy_00217,0.0028713825158774853,0.017333315685391426,0.9797953367233276
train/0002/ex03_enunciated_00178,0.01341109350323677,0.27955949306488037,0.7070294618606567
train/0002/ex03_enunciated_00275,0.4056660234928131,0.5611567497253418,0.03317714482545853
train/0002/ex03_default_emphasis_00140,0.07603571563959122,0.8897265791893005,0.03423774242401123
train/0002/ex03_sad_00018,0.5555323958396912,0.4179226756095886,0.02654491737484932
train/0002/ex03_confused_00203,0.6426599621772766,0.32823431491851807,0.02910575084388256
train/0002/ex03_laughing_00163,0.6026853919029236,0.3441968560218811,0.053117748349905014
train/0002/ex03_default_emphasis_00095,0.005230055656284094,0.022437872365117073,0.9723320603370667
train/0002/ex03_whisper_00252,0.1564430594444275,0.801332950592041,0.042224012315273285
train/0002/ex03_default_00068,0.0056163240224123,0.47019273042678833,0.5241909027099609
train/0002/ex03_sad_00315,0.11334516108036041,0.8000823855400085,0.08657242357730865
train/0002/ex03_happy_00142,0.013347205705940723,0.4341152012348175,0.5525375604629517
train/0002/ex03_sad_00195,0.010009772144258022,0.20611141622066498,0.783878743648529
train/0002/ex03_default_emphasis_00118,0.023677464574575424,0.9278607368469238,0.04846185818314552
train/0002/ex03_sad_00298,0.0891716331243515,0.8508321642875671,0.059996169060468674
train/0002/ex03_enunciated_00120,0.1626933366060257,0.8161346316337585,0.021172020584344864
train/0002/ex03_confused_00083,0.6848950982093811,0.28072836995124817,0.03437656909227371
train/0002/ex03_default_00030,0.023933345451951027,0.8821010589599609,0.09396567940711975
train/0002/ex03_laughing_00236,0.07085045427083969,0.21308884024620056,0.7160606980323792
train/0002/ex03_confused_00156,0.12473248690366745,0.6141887903213501,0.26107874512672424
train/0002/ex03_sad_00040,0.08138782531023026,0.8076333999633789,0.11097879707813263
train/0002/ex03_happy_00097,0.07115526497364044,0.9016873240470886,0.02715742215514183
train/0002/ex03_default_emphasis_00117,0.023677464574575424,0.9278607368469238,0.04846185818314552
train/0002/ex03_enunciated_00222,0.922201931476593,0.06875699758529663,0.009041027165949345
train/0002/ex03_happy_00240,0.3820362985134125,0.6048412322998047,0.013122444041073322
train/0002/ex03_sad_00297,0.34483858942985535,0.6080770492553711,0.047084346413612366
train/0002/ex03_confused_00159,0.3254769742488861,0.6442387700080872,0.030284276232123375
train/0002/ex03_laughing_00239,0.04655146598815918,0.9106012582778931,0.04284720867872238
train/0002/ex03_happy_00098,0.11848126351833344,0.8181746602058411,0.06334409862756729
train/0002/ex03_laughing_00134,0.0702761635184288,0.8772693276405334,0.05245456472039223
train/0002/ex03_confused_00254,0.050841379910707474,0.9093477129936218,0.039810843765735626
train/0002/ex03_laughing_00008,0.2565094232559204,0.7042161822319031,0.03927433118224144
train/0002/ex03_sad_00173,0.5878153443336487,0.35178104043006897,0.06040366366505623
train/0002/ex03_default_00103,0.3610804080963135,0.6065492033958435,0.032370395958423615
train/0002/ex03_laughing_00305,0.006732316222041845,0.09526332467794418,0.8980043530464172
train/0002/ex03_confused_00065,0.08341341465711594,0.8865395188331604,0.030047094449400902
train/0002/ex03_enunciated_00013,0.02625933848321438,0.6107569932937622,0.36298370361328125
train/0002/ex03_happy_00071,0.04624089226126671,0.6739122867584229,0.2798469066619873
train/0002/ex03_default_00201,0.02359635941684246,0.40671783685684204,0.5696858167648315
train/0002/ex03_laughing_00007,0.8549458384513855,0.12841327488422394,0.016640879213809967
train/0002/ex03_sad_00271,0.09719126671552658,0.37061023712158203,0.5321984887123108
train/0002/ex03_enunciated_00311,0.08673439174890518,0.8829222321510315,0.030343374237418175
train/0002/ex03_default_emphasis_00024,0.535295844078064,0.44936954975128174,0.015334580093622208
train/0002/ex03_laughing_00251,0.10210186243057251,0.8716452121734619,0.026252975687384605
train/0002/ex03_confused_00131,0.014176572673022747,0.12853527069091797,0.8572881817817688
train/0002/ex03_enunciated_00092,0.3099834620952606,0.5777361392974854,0.11228037625551224
train/0002/ex03_default_00057,0.020879672840237617,0.8553819060325623,0.12373839318752289
train/0002/ex03_sad_00027,0.13670167326927185,0.7908740639686584,0.07242431491613388
train/0002/ex03_whisper_00160,0.01885116659104824,0.811291515827179,0.16985732316970825
train/0002/ex03_happy_00125,0.09901463985443115,0.7464597821235657,0.15452565252780914
train/0002/ex03_laughing_00089,0.017356708645820618,0.9284401535987854,0.0542030967772007
train/0002/ex03_default_00182,0.4117201864719391,0.5456644892692566,0.042615342885255814
train/0002/ex03_enunciated_00147,0.07794373482465744,0.8883915543556213,0.03366466984152794
train/0002/ex03_happy_00228,0.07791667431592941,0.8507351279258728,0.07134824246168137
train/0002/ex03_default_00058,0.2839374244213104,0.6505696177482605,0.06549297273159027
train/0002/ex03_sad_00325,0.9073910713195801,0.08737127482891083,0.005237671546638012
train/0002/ex03_whisper_00262,0.02445114776492119,0.8543116450309753,0.12123726308345795
train/0002/ex03_laughing_00153,0.0681462362408638,0.8778522610664368,0.05400143936276436
train/0002/ex03_confused_00233,0.04478646069765091,0.8795790672302246,0.07563447952270508
train/0002/ex03_sad_00028,0.07437866926193237,0.8821573257446289,0.0434640608727932
train/0002/ex03_laughing_00086,0.37483131885528564,0.45592713356018066,0.16924159228801727
train/0002/ex03_default_00280,0.21525835990905762,0.5810603499412537,0.20368124544620514
train/0002/ex03_enunciated_00245,0.6532114148139954,0.32641345262527466,0.020375143736600876
train/0002/ex03_happy_00227,0.7301679253578186,0.25486189126968384,0.014970103278756142
train/0002/ex03_enunciated_00148,0.02500932477414608,0.9096349477767944,0.06535566598176956
train/0002/ex03_enunciated_00074,0.8406140804290771,0.15046846866607666,0.008917510509490967
train/0002/ex03_whisper_00186,0.02637048438191414,0.9067176580429077,0.06691179424524307
train/0002/ex03_happy_00016,0.0011855603661388159,0.0781526118516922,0.9206618070602417
train/0002/ex03_whisper_00053,0.0014086577575653791,0.02927495539188385,0.9693163633346558
train/0002/ex03_sad_00114,0.09886956959962845,0.8812562823295593,0.019874118268489838
train/0002/ex03_default_00269,0.13952328264713287,0.8343697190284729,0.026106948032975197
train/0002/ex03_confused_00002,0.40534189343452454,0.571341872215271,0.023316238075494766
train/0002/ex03_sad_00219,0.14785896241664886,0.8163317441940308,0.0358092337846756
train/0002/ex03_default_00164,0.09020794183015823,0.48451757431030273,0.42527440190315247
train/0002/ex03_happy_00314,0.012515825219452381,0.8989416360855103,0.08854258060455322
train/0002/ex03_happy_00019,0.770991861820221,0.2066400945186615,0.022368038073182106
train/0002/ex03_default_emphasis_00043,0.10936952382326126,0.8090041875839233,0.08162632584571838
train/0002/ex03_laughing_00060,0.2357507348060608,0.7047263979911804,0.059522852301597595
train/0002/ex03_confused_00300,0.004179410636425018,0.6469843983650208,0.3488362431526184
train/0002/ex03_default_00266,0.02813701704144478,0.8739177584648132,0.09794522821903229
train/0002/ex03_sad_00216,0.7792388200759888,0.21249620616436005,0.008264916017651558
train/0002/ex03_sad_00096,0.32731327414512634,0.6542685627937317,0.018418192863464355
train/0002/ex03_happy_00041,0.06363251805305481,0.8724440336227417,0.06392345577478409
train/0002/ex03_confused_00180,0.005013304762542248,0.7843015193939209,0.2106851041316986
train/0002/ex03_enunciated_00023,0.00822991132736206,0.332843154668808,0.6589269638061523
train/0002/ex03_confused_00055,0.2721068263053894,0.6113367080688477,0.11655646562576294
train/0002/ex03_laughing_00335,0.14650975167751312,0.8103683590888977,0.04312194138765335
train/0002/ex03_default_00133,0.035654082894325256,0.9214697480201721,0.042876213788986206
train/0002/ex03_happy_00299,0.032363276928663254,0.9030879735946655,0.0645488053560257
train/0002/ex03_happy_00194,0.36117541790008545,0.6078854203224182,0.03093908168375492
train/0002/ex03_sad_00143,0.08159846067428589,0.45221102237701416,0.46619051694869995
train/0002/ex03_laughing_00038,0.008981437422335148,0.7986752986907959,0.1923433393239975
train/0002/ex03_default_emphasis_00014,0.8372663855552673,0.1501617431640625,0.012571883387863636
train/0002/ex03_confused_00282,0.05138681083917618,0.8255127668380737,0.12310048937797546
train/0002/ex03_enunciated_00321,0.0019263153662905097,0.012020827271044254,0.9860528707504272
train/0002/ex03_sad_00099,0.0013383252080529928,0.023226290941238403,0.9754354357719421
train/0002/ex03_happy_00296,0.11298110336065292,0.851219117641449,0.03579971194267273
train/0002/ex03_sad_00241,0.04078097268939018,0.9050447344779968,0.054174210876226425
train/0002/ex03_laughing_00037,0.3108370006084442,0.6590176820755005,0.030145294964313507
train/0002/ex03_default_00231,0.19631467759609222,0.7583743929862976,0.04531090706586838
train/0002/ex03_sad_00070,0.05107595771551132,0.9258806109428406,0.023043427616357803
train/0002/ex03_confused_00166,0.3166404962539673,0.6499268412590027,0.03343271091580391
train/0002/ex03_laughing_00206,0.005895595066249371,0.10696789622306824,0.8871365785598755
train/0002/ex03_enunciated_00110,0.10611578077077866,0.6280891299247742,0.2657950818538666
train/0002/ex03_default_emphasis_00128,0.04320912808179855,0.9297661781311035,0.027024637907743454
train/0002/ex03_happy_00172,0.13101641833782196,0.7456713318824768,0.12331229448318481
train/0002/ex03_confused_00264,0.15074695646762848,0.7360092401504517,0.11324376612901688
train/0002/ex03_laughing_00104,0.005938641261309385,0.27836352586746216,0.7156978249549866
train/0002/ex03_default_00302,0.2370118796825409,0.7092816233634949,0.05370645597577095
train/0002/ex03_default_essentials_00004,0.0728394091129303,0.5325207710266113,0.3946398198604584
train/0002/ex03_whisper_00235,0.16389474272727966,0.8082646131515503,0.027840685099363327
train/0002/ex03_laughing_00209,0.21057815849781036,0.724551260471344,0.06487062573432922
train/0002/ex03_confused_00169,0.10057302564382553,0.8411530256271362,0.05827392637729645
train/0002/ex03_happy_00270,0.4167294502258301,0.5543341040611267,0.028936415910720825
train/0002/ex03_enunciated_00212,0.09456082433462143,0.804656445980072,0.10078273713588715
train/0002/ex03_default_emphasis_00127,0.04320912808179855,0.9297661781311035,0.027024637907743454
train/0002/ex03_laughing_00096,0.32731327414512634,0.6542685627937317,0.018418192863464355
train/0002/ex03_enunciated_00255,0.08918743580579758,0.8014944195747375,0.10931821167469025
train/0002/ex03_default_00290,0.2487557977437973,0.7292957305908203,0.02194852940738201
train/0002/ex03_enunciated_00158,0.10363586992025375,0.6909939646720886,0.20537015795707703
train/0002/ex03_happy_00237,0.2174713909626007,0.7338922023773193,0.048636410385370255
train/0002/ex03_sad_00335,0.14650975167751312,0.8103683590888977,0.04312194138765335
train/0002/ex03_default_00048,0.4117082953453064,0.4421383738517761,0.14615339040756226
train/0002/ex03_confused_00223,0.02199375629425049,0.9115579128265381,0.06644842028617859
train/0002/ex03_laughing_00143,0.08159846067428589,0.45221102237701416,0.46619051694869995
train/0002/ex03_sad_00038,0.008981437422335148,0.7986752986907959,0.1923433393239975
train/0002/ex03_happy_00135,0.32203778624534607,0.6531144380569458,0.02484774775803089
train/0002/ex03_laughing_00099,0.0013383252080529928,0.023226290941238403,0.9754354357719421
train/0002/ex03_happy_00238,0.04366883635520935,0.5542485117912292,0.4020826816558838
train/0002/ex03_enunciated_00157,0.0011037882650271058,0.07188178598880768,0.9270144104957581
train/0002/ex03_default_00192,0.03406243026256561,0.8339200615882874,0.13201749324798584
train/0002/ex03_confused_00121,0.18989664316177368,0.7453393936157227,0.06476392596960068
train/0002/ex03_laughing_00241,0.04078097268939018,0.9050447344779968,0.054174210876226425
train/0002/ex03_default_00047,0.011611181311309338,0.6614776253700256,0.32691118121147156
train/0002/ex03_enunciated_00082,0.008069120347499847,0.1351969838142395,0.8567339181900024
train/0002/ex03_whisper_00170,0.33066901564598083,0.5527677536010742,0.11656318604946136
train/0002/ex03_sad_00037,0.3108370006084442,0.6590176820755005,0.030145294964313507
train/0002/ex03_confused_00310,0.5734605193138123,0.40127575397491455,0.025263726711273193
train/0002/ex03_laughing_00070,0.05107595771551132,0.9258806109428406,0.023043427616357803
train/0002/ex03_default_00276,0.10526762157678604,0.8667259812355042,0.028006358072161674
train/0002/ex03_sad_00206,0.005895595066249371,0.10696789622306824,0.8871365785598755
train/0002/ex03_happy_00304,0.06879086047410965,0.8972926735877991,0.03391646593809128
train/0002/ex03_default_emphasis_00053,0.24930411577224731,0.7123198509216309,0.03837604820728302
train/0002/ex03_happy_00009,0.0845918282866478,0.8196587562561035,0.09574940800666809
train/0002/ex03_default_00279,0.01563277840614319,0.4759518504142761,0.5084153413772583
train/0002/ex03_sad_00104,0.005938641261309385,0.27836352586746216,0.7156978249549866
train/0002/ex03_whisper_00043,0.00873015820980072,0.1815658062696457,0.8097040057182312
train/0002/ex03_confused_00012,0.1072513684630394,0.7790594100952148,0.11368925124406815
train/0002/ex03_default_00174,0.013628383167088032,0.3652994930744171,0.6210720539093018
train/0002/ex03_sad_00209,0.21057815849781036,0.724551260471344,0.06487062573432922
train/0002/ex03_enunciated_00064,0.7158178687095642,0.2636066675186157,0.020575430244207382
train/0002/ex03_happy_00006,0.0890931636095047,0.8601805567741394,0.05072621628642082
train/0002/ex03_whisper_00196,0.9650911688804626,0.03223751485347748,0.0026712981052696705
train/0002/ex03_sad_00251,0.10210186243057251,0.8716452121734619,0.026252975687384605
train/0002/ex03_happy_00286,0.1650034338235855,0.559678316116333,0.2753182351589203
train/0002/ex03_laughing_00027,0.13670167326927185,0.7908740639686584,0.07242431491613388
train/0002/ex03_default_00221,0.011816482059657574,0.08620193600654602,0.9019815325737
train/0002/ex03_confused_00292,0.6467757821083069,0.34370726346969604,0.009516984224319458
train/0002/ex03_sad_00089,0.017356708645820618,0.9284401535987854,0.0542030967772007
train/0002/ex03_enunciated_00331,0.003585835685953498,0.47320428490638733,0.5232098698616028
train/0002/ex03_default_emphasis_00004,0.0038796195294708014,0.22637943923473358,0.7697409987449646
train/0002/ex03_laughing_00325,0.9073910713195801,0.08737127482891083,0.005237671546638012
train/0002/ex03_confused_00045,0.05733710154891014,0.8178368210792542,0.12482604384422302
train/0002/ex03_happy_00289,0.669156551361084,0.3012023866176605,0.029641028493642807
train/0002/ex03_default_00123,0.26079022884368896,0.629353940486908,0.1098557710647583
train/0002/ex03_sad_00153,0.0681462362408638,0.8778522610664368,0.05400143936276436
train/0002/ex03_happy_00184,0.010866288095712662,0.17139433324337006,0.8177394270896912
train/0002/ex03_laughing_00028,0.07437866926193237,0.8821573257446289,0.0434640608727932
train/0002/ex03_happy_00051,0.43871238827705383,0.5416808724403381,0.01960674487054348
train/0002/ex03_sad_00086,0.37483131885528564,0.45592713356018066,0.16924159228801727
train/0002/ex03_confused_00190,0.045895010232925415,0.6773179173469543,0.27678707242012024
train/0002/ex03_enunciated_00033,0.7516540288925171,0.22245611250400543,0.02588990330696106
train/0002/ex03_happy_00260,0.3990298807621002,0.5777177810668945,0.02325238101184368
train/0002/ex03_default_emphasis_00137,0.5918940305709839,0.3897435963153839,0.018362436443567276
train/0002/ex03_enunciated_00202,0.9232494235038757,0.07316331565380096,0.0035873071756213903
train/0002/ex03_whisper_00128,0.0052640256471931934,0.7760503888130188,0.21868552267551422
train/0002/ex03_laughing_00114,0.09886956959962845,0.8812562823295593,0.019874118268489838
train/0002/ex03_confused_00274,0.016039250418543816,0.6023038029670715,0.3816570043563843
train/0002/ex03_default_00312,0.21759195625782013,0.7258803248405457,0.056527670472860336
train/0002/ex03_confused_00179,0.1294921338558197,0.7833826541900635,0.08712516725063324
train/0002/ex03_laughing_00219,0.14785896241664886,0.8163317441940308,0.0358092337846756
train/0002/ex03_default_essentials_00014,0.12473248690366745,0.6141887903213501,0.26107874512672424
train/0002/ex03_enunciated_00100,0.11084052175283432,0.6181371808052063,0.27102231979370117
train/0002/ex03_happy_00162,0.24734191596508026,0.6592885255813599,0.09336959570646286
train/0002/ex03_default_emphasis_00138,0.5918940305709839,0.3897435963153839,0.018362436443567276
train/0002/ex03_sad_00060,0.2357507348060608,0.7047263979911804,0.059522852301597595
train/0002/ex03_laughing_00216,0.7792388200759888,0.21249620616436005,0.008264916017651558
train/0002/ex03_confused_00176,0.012776651419699192,0.8937208652496338,0.09350241720676422
train/0002/ex03_default_00010,0.09830158948898315,0.835801362991333,0.06589706242084503
train/0002/ex03_enunciated_00294,0.08097251504659653,0.8824989795684814,0.03652850538492203
train/0002/ex03_default_00251,0.10210186243057251,0.8716452121734619,0.026252975687384605
train/0002/ex03_laughing_00057,0.020879672840237617,0.8553819060325623,0.12373839318752289
train/0002/ex03_confused_00337,0.06539354473352432,0.884660542011261,0.0499458909034729
train/0002/ex03_sad_00221,0.011816482059657574,0.08620193600654602,0.9019815325737
train/0002/ex03_enunciated_00199,0.05458306148648262,0.679976761341095,0.2654402256011963
train/0002/ex03_happy_00323,0.1642943024635315,0.7938702702522278,0.04183539003133774
train/0002/ex03_default_00089,0.017356708645820618,0.9284401535987854,0.0542030967772007
train/0002/ex03_enunciated_00341,0.24302440881729126,0.7357015609741211,0.021274104714393616
train/0002/ex03_laughing_00182,0.4117201864719391,0.5456644892692566,0.042615342885255814
train/0002/ex03_default_emphasis_00074,0.8157194256782532,0.16471929848194122,0.01956125535070896
train/0002/ex03_confused_00338,0.14551357924938202,0.4120813310146332,0.44240501523017883
train/0002/ex03_laughing_00058,0.2839374244213104,0.6505696177482605,0.06549297273159027
train/0002/ex03_sad_00123,0.26079022884368896,0.629353940486908,0.1098557710647583
train/0002/ex03_enunciated_00196,0.9650911688804626,0.03223751485347748,0.0026712981052696705
train/0002/ex03_default_00153,0.0681462362408638,0.8778522610664368,0.05400143936276436
train/0002/ex03_confused_00035,0.9078758955001831,0.08624976128339767,0.005874406546354294
train/0002/ex03_default_00086,0.37483131885528564,0.45592713356018066,0.16924159228801727
train/0002/ex03_enunciated_00043,0.00873015820980072,0.1815658062696457,0.8097040057182312
train/0002/ex03_laughing_00280,0.21525835990905762,0.5810603499412537,0.20368124544620514
train/0002/ex03_happy_00021,0.14573270082473755,0.7526432275772095,0.10162409394979477
train/0002/ex03_default_emphasis_00147,0.08522647619247437,0.8802830576896667,0.03449046611785889
train/0002/ex03_enunciated_00272,0.10255767405033112,0.8177222609519958,0.07972005754709244
train/0002/ex03_happy_00210,0.24513563513755798,0.7118697762489319,0.04299454391002655
train/0002/ex03_confused_00109,0.11221916228532791,0.7507390379905701,0.137041836977005
train/0002/ex03_laughing_00269,0.13952328264713287,0.8343697190284729,0.026106948032975197
train/0002/ex03_sad_00312,0.21759195625782013,0.7258803248405457,0.056527670472860336
train/0002/ex03_whisper_00255,0.08918743580579758,0.8014944195747375,0.10931821167469025
train/0002/ex03_default_emphasis_00092,0.46396568417549133,0.5248507261276245,0.011183539405465126
train/0002/ex03_laughing_00164,0.09020794183015823,0.48451757431030273,0.42527440190315247
train/0002/ex03_confused_00204,0.012326025404036045,0.8266929388046265,0.16098108887672424
train/0002/ex03_happy_00112,0.12278100103139877,0.42771267890930176,0.44950634241104126
train/0002/ex03_default_emphasis_00148,0.08522647619247437,0.8802830576896667,0.03449046611785889
train/0002/ex03_enunciated_00170,0.33066901564598083,0.5527677536010742,0.11656318604946136
train/0002/ex03_default_00060,0.2357507348060608,0.7047263979911804,0.059522852301597595
